chr1	94473569	94474070	0.0	0.0	chr1	94473569	94474070	86.008	99	169.033	173	19.984	156	89.006	95	106.988	114	159.026	166	135.024	141	197.002	202	5.994	279	45	49	221.982	226	72.001	74	425.35	572	161.89	194	376.46	423	144.16	150	269.81	285	331.82	446	358.12	386	549.85	624
chr1	92543038	92543539	0.0	0.0	chr1	22494656	22495157	340.993	423	573.072	617	53.007	445	430.01	494	404.012	538	596.967	727	450.944	592	749.024	785	311	1176	216	250	753.971	781	541.04	562	648.31	1115	308.22	362	725.57	1213	482.49	569	530.12	618	864.94	1403	586.97	750	566.13	792
chr1	231562292	231562793	0.0	0.0	chr1	42373442	42373943	620.999	667	425.983	508	172.997	672	543.048	618	524.017	553	846.999	953	539.995	559	691.986	749	979.089	1057	212	259	712.008	751	604.049	633	960.82	1063	227	260	884.92	979	399.94	471	472.05	506	977.2	1082	533.2	602	729.83	811
chr1	8388116	8388617	0.0	0.0	chr1	225415185	225415686	206.026	260	119.032	125	70.996	193	214.96	228	172.02	221	359.968	370	132.033	216	277.988	289	83.976	278	58	61	274.981	285	206.999	211	462.96	612	204	204	535.12	556	298.98	300	328.11	339	400.1	531	516.7	550	628.28	643
chr1	92563748	92564249	0.0	0.0	chr1	92563748	92564249	238.044	316	265.961	279	3.993	334	246.021	284	220.979	290	215.998	374	209.993	297	365.032	381	410.955	469	60	67	367.998	384	278.032	291	642.93	696	175.77	189	676.79	719	402.22	416	372.93	395	648.71	774	456.85	486	600.1	631
chr1	43856069	43856570	0.0	0.0	chr1	8388116	8388617	708.975	1076	1299.076	1358	419.995	817	1355.963	1436	448.014	739	1908.999	2001	465.051	784	1245.049	1321	312.088	1003	224	250	1166.06	1205	1455.948	1491	417.91	509	388.81	414	532.16	571	503.94	525	196.06	214	456.71	548	657.23	690	1414.92	1555
chr1	154161020	154161521	0.0	0.0	chr1	154161020	154161521	54	57	32.999	34	54.032	137	37.006	38	63.007	66	103.982	107	140.986	149	106.002	109	124.004	276	32	35	153.999	155	30.004	31	346.48	439	93.96	95	305.99	326	141.88	152	226.01	240	256.15	331	331.25	350	347.08	364
chr1	232639309	232639810	0.0	0.0	chr1	1764706	1765207	610.945	909	1585.117	1652	94.989	1041	1370.116	1456	582.022	911	1648.136	1773	751.925	1193	1665.929	1765	392.956	2128	570	621	1453.073	1509	1430.852	1494	787.19	1085	450.31	475	1117.58	1294	557.88	600	568.35	641	1025.78	1507	871.21	965	728.13	778
chr1	109072632	109073133	0.0	0.0	chr1	9853571	9854072	16	16	12	15	0	30	7	7	11	11	34	34	55	55	29	29	54.012	57	9	10	22.998	25	6	6	118.26	120	39.02	41	70.82	74	76.2	77	56.02	57	82.97	85	91.01	92	109.84	112
chr1	1764706	1765207	0.0	0.0	chr1	9854262	9854763	241.996	249	97.996	103	18.994	203	144.021	169	142	147	332.996	351	284.044	297	255.037	266	385.021	394	129	136	223.988	242	237.018	247	689.93	722	241.92	243	584.89	602	325.12	328	396.85	406	633.2	653	547.62	558	725.9	746
chr1	225415185	225415686	0.0	0.0	chr1	9854511	9855012	199.006	200	82.999	85	25.002	153	78.004	90	105.992	114	229.029	235	279.01	295	205.012	216	327.003	332	129	137	192.008	208	140.022	145	684.25	710	217.96	222	541.74	554	277.05	283	348.82	353	565.08	595	478.67	499	591.81	612
chr1	9854511	9855012	0.0	0.0	chr1	43856069	43856570	337.97	348	471.986	488	58.002	402	293.952	340	375.974	384	614.084	634	652.026	662	625.89	662	1091.984	1116	174	258	714.08	734	320.036	330	1684	1750	510.28	554	1446.48	1576	878.46	914	783.92	824	1567.28	1614	1140.18	1202	1112.68	1128
chr1	236535316	236535817	0.0	0.0	chr1	236536890	236537391	862.958	971	401.057	417	442.028	491	834.022	882	851.999	966	1064.067	1117	195.994	249	926.026	994	935.038	1285	141	153	803.017	856	1269.942	1324	637.23	695	230.04	254	841.08	890	543.91	598	409.07	425	1120.76	1248	471.04	505	593.28	629
chr1	43856078	43856579	0.0	0.0	chr1	232639309	232639810	97.99	111	77.012	78	1.008	120	77.991	91	109.016	127	107.98	113	151	178	165.976	183	122.959	300	26	30	217.026	225	82.993	88	422.07	501	204.9	212	382.79	450	247.32	254	278.32	297	337.83	443	410.9	442	523.59	552
chr1	16301911	16302412	0.0	0.0	chr1	236535316	236535817	64.988	66	60	60	5	111	54.009	56	95.996	100	135.012	137	94.994	102	103.978	106	132.982	155	21	32	113.024	116	49.008	50	232.75	253	66.04	79	209.99	230	132.01	145	123.92	130	194.45	211	193	207	236.6	276
chr1	9854262	9854763	0.0	0.0	chr1	109072632	109073133	490.029	730	461.018	482	390.032	624	889.051	971	290.004	489	1016.891	1121	348.947	558	710.007	753	541.931	937	143	152	670.032	696	836.959	862	605.38	782	342.26	351	685.46	746	332.98	386	415.93	451	494.29	666	524.13	574	589.95	701
chr1	9853571	9854072	0.0	0.0	chr1	43856078	43856579	337.97	348	471.986	488	58.002	402	293.952	340	375.974	384	614.084	634	652.026	662	625.89	662	1091.984	1116	174	258	714.08	734	320.036	330	1684	1750	510.28	554	1446.48	1576	878.46	914	783.92	824	1567.28	1614	1140.18	1202	1112.68	1128
chr1	236536890	236537391	0.0	0.0	chr1	16301911	16302412	350.979	367	320.033	352	3.01	199	360.993	386	262.947	277	577.039	598	335.012	349	412.958	431	446.013	482	100	138	374	386	475.993	487	492.38	524	162.09	185	516.46	530	240.59	257	250.88	263	493.59	522	439.08	455	738.18	817
chr1	228178765	228179266	0.0	0.0	chr1	228178765	228179266	908.082	1066	195.996	346	672.004	998	215.956	758	547.982	842	1455.928	1524	519.972	886	1064.13	1120	828.044	1176	196	232	1027.942	1042	1116.114	1150	694.5	928	310.04	372	1054.02	1136	400.04	478	506.08	560	948.98	1162	328.18	598	341.06	530
chr1	49283280	49283781	0.0	0.0	chr1	49283280	49283781	112.987	124	92.997	107	264.992	296	45.996	58	115.992	130	218.007	252	308.012	318	170.981	184	276.028	309	93	153	189.008	202	55.002	61	504.23	550	248.49	304	409.88	554	470.97	546	257.89	306	523.37	573	438.57	501	808.31	872
chr1	174166993	174167494	0.0	0.0	chr1	205157245	205157746	157.006	160	69.997	72	188.973	200	1.005	34	136	137	251.016	257	247.985	255	172.986	186	247.982	272	43	47	145.986	148	153.006	156	383.59	419	118	133	392.2	409	203.96	217	209.97	228	283.32	377	306.01	322	327.09	345
chr1	182791514	182792015	0.0	0.0	chr1	174166993	174167494	53.002	84	65.004	68	110.016	159	12	34	54.001	111	54.98	168	85	173	119.032	179	160.997	285	40	57	138.007	161	80.015	85	455.18	522	169.4	191	312.03	423	247.19	303	205.95	274	297.66	439	360.52	472	441.9	525
chr1	228178757	228179258	0.0	0.0	chr1	182791514	182792015	280.039	284	122.971	132	196.993	239	0	56	249.959	263	488.927	503	234.016	239	334.053	354	443.063	457	68	96	367.024	378	372.984	381	569.37	629	174.12	262	560.2	695	317.49	370	274.76	321	698.99	757	301.56	434	602.95	638
chr1	81427695	81428196	0.0	0.0	chr1	228178757	228179258	908.082	1066	195.996	346	672.004	998	215.956	758	547.982	842	1455.928	1524	519.972	886	1064.13	1120	828.044	1176	196	232	1027.942	1042	1116.114	1150	694.5	928	310.04	372	1054.02	1136	400.04	478	506.08	560	948.98	1162	328.18	598	341.06	530
chr1	205157245	205157746	0.0	0.0	chr1	6666578	6667079	341.045	351	297.014	312	358.009	371	94.026	173	288.991	304	536.025	561	404.016	417	433.983	447	820.985	866	101	133	493.982	507	333.975	346	571.01	610	223.67	237	485.03	532	366.08	387	264.04	289	519.3	548	402.88	448	398.34	424
chr1	225881287	225881788	0.0	0.0	chr1	108341413	108341914	10.001	11	3	3	55.012	57	3	5	6	6	67.992	72	60	60	18	18	79.016	82	7	9	31	31	0	0	295.8	330	84.13	88	165.12	254	133.87	150	136.86	148	225.8	244	200.97	226	237.51	262
chr1	6666578	6667079	0.0	0.0	chr1	81427695	81428196	54.992	56	46.999	49	109.983	124	21.994	26	57.016	60	80.99	86	81.997	89	92.001	95	143.018	152	20	33	68.994	71	35.997	39	233.82	242	88.14	90	225.11	240	131.1	164	140.99	150	214.18	230	193.36	205	235.79	296
chr1	224160385	224160886	0.0	0.0	chr1	224160385	224160886	449.965	463	309.978	326	283.01	387	89.998	216	485.97	513	596.991	612	512.034	536	665.947	709	818.932	865	84	121	661.964	689	364.971	379	861.89	983	315.59	376	806.88	881	473.14	533	443.9	475	913.12	983	697.23	765	750.72	827
chr1	108341413	108341914	0.0	0.0	chr1	225881287	225881788	101.984	536	93.027	302	40.947	720	115.005	538	33.986	638	162.028	911	44.938	787	54.051	755	56.911	1049	37	274	14.962	784	6.991	549	110.71	793	27.84	213	57.49	790	120.02	397	20.98	391	101.42	908	12.9	402	70.77	371
chr1	161705271	161705772	0.0	0.0	chr1	161705271	161705772	651.997	692	399.972	418	780.006	805	618.031	661	659.062	679	10.015	839	578.007	588	836.065	869	1139.052	1187	136	160	828.068	856	740.985	759	912.17	960	264.23	274	909.52	1056	509.07	519	445.25	477	1029.86	1227	845.96	922	879.2	911
chr1	37819615	37820116	0.0	0.0	chr1	37819615	37820116	149.998	213	275.982	303	256.003	304	201.969	245	216.001	271	193.017	319	363.027	405	425.992	457	576.977	602	167	174	400.996	436	248.963	274	528.04	582	192.93	203	521.11	562	221.23	243	189.16	251	535.99	629	311.26	366	418.89	467
chr1	185603031	185603532	0.0	0.0	chr1	185603031	185603532	1568.004	1676	1283.884	1324	1616.12	1660	1476.132	1616	1776.06	1840	39.936	1956	1352.148	1380	1944.004	1992	2783.784	2844	424	456	1759.932	1828	1800.1	1840	2263.92	2348	480.44	556	2555	2616	947.92	1036	1039.92	1088	2539.08	3028	1560.32	1628	1728.68	1800
chr1	185602956	185603457	0.0	0.0	chr1	185602956	185603457	1568.004	1676	1283.884	1324	1616.12	1660	1476.132	1616	1776.06	1840	39.936	1956	1352.148	1380	1944.004	1992	2783.784	2844	424	456	1759.932	1828	1800.1	1840	2263.92	2348	480.44	556	2555	2616	947.92	1036	1039.92	1088	2539.08	3028	1560.32	1628	1728.68	1800
chr1	185602961	185603462	0.0	0.0	chr1	185602999	185603500	1568.004	1676	1283.884	1324	1616.12	1660	1476.132	1616	1776.06	1840	39.936	1956	1352.148	1380	1944.004	1992	2783.784	2844	424	456	1759.932	1828	1800.1	1840	2263.92	2348	480.44	556	2555	2616	947.92	1036	1039.92	1088	2539.08	3028	1560.32	1628	1728.68	1800
chr1	110384539	110385040	0.0	0.0	chr1	185602961	185603462	1568.004	1676	1283.884	1324	1616.12	1660	1476.132	1616	1776.06	1840	39.936	1956	1352.148	1380	1944.004	1992	2783.784	2844	424	456	1759.932	1828	1800.1	1840	2263.92	2348	480.44	556	2555	2616	947.92	1036	1039.92	1088	2539.08	3028	1560.32	1628	1728.68	1800
chr1	62809787	62810288	0.0	0.0	chr1	110384539	110385040	825.084	988	954.028	982	514.019	825	574.977	638	780.007	976	11.997	635	650.105	794	1107.074	1214	887.88	1342	233	251	1043.997	1107	687.996	722	1062.08	1225	252.06	264	1230.74	1321	441.98	459	358.28	464	1046.32	1420	818.87	894	608.92	666
chr1	185602999	185603500	0.0	0.0	chr1	180420781	180421282	58.994	61	23.994	26	94.026	96	34.997	40	49	49	35.002	70	101.992	103	76.997	78	138.002	143	24	26	72.997	74	57.999	62	218.15	222	50.02	52	171.05	178	99.88	103	98.99	104	181.75	203	129.08	131	190.96	199
chr1	23912400	23912901	0.0	0.0	chr1	23912400	23912901	307.005	334	311.006	321	246.999	324	217.984	227	314.017	330	13.02	349	509.062	521	281.054	458	678.987	724	179	215	358.982	381	294.974	301	528.71	557	236.27	252	625.96	662	387.94	407	318.01	327	467.18	563	422.07	433	301.96	314
chr1	180420781	180421282	0.0	0.0	chr1	62809787	62810288	77.993	81	70.005	72	188.003	204	82.988	90	127.994	130	3.996	95	121.993	123	188.016	191	249.982	257	31	31	151.026	156	95	96	258.46	275	148.92	152	196.73	210	170.79	174	116.21	123	177.61	233	304.14	309	439.97	486
chr1	12449764	12450265	0.0	0.0	chr1	12449764	12450265	567.032	652	480.978	501	546.014	586	725.992	770	452.982	474	138.933	937	567.98	578	56.008	694	996.063	1040	226	245	116.008	617	64.974	330	752.52	845	334.86	368	1009.62	1090	401.84	462	394.9	479	972.91	1295	449.7	630	400.55	456
chr1	168410301	168410802	0.0	0.0	chr1	168410301	168410802	243.018	261	72	77	260.015	280	247.003	271	190.997	202	306.034	332	326.034	369	166.011	224	482.961	573	95	109	209.016	258	233.997	258	645.04	696	181.04	192	516.32	562	278.97	304	274.04	310	571.92	646	443.83	512	594.11	655
chr1	167517349	167517850	0.0	0.0	chr1	36310336	36310837	100.004	118	59.004	68	110.982	118	95.009	126	80.003	82	149.029	170	81.002	84	30.002	54	167.984	180	48	62	68	88	76.999	93	222.76	237	59.96	61	150.97	178	88.04	99	89.12	100	151.05	173	198.02	210	231.05	249
chr1	167517980	167518481	0.0	0.0	chr1	167517980	167518481	1001.068	1130	356.981	404	956.966	1032	1074.059	1229	905.047	951	1671.125	1811	1006.992	1057	4.979	709	1624.933	1723	251	341	3.016	1058	19.87	890	1164.11	1316	402.66	432	1231.35	1465	517.77	580	577.19	694	1471.9	1753	959.36	1151	1058.6	1299
chr1	92315649	92316150	0.0	0.0	chr1	92315649	92316150	148.019	161	127.014	128	165.012	173	83.987	93	144	146	143.028	151	198.077	206	25.014	252	334.017	344	53	55	41.984	212	36.999	112	402.93	414	137.95	142	383.86	402	212.55	223	186.1	223	391.24	470	297.21	319	288.09	305
chr1	36310336	36310837	0.0	0.0	chr1	65049647	65050148	205.994	232	183.988	191	361.036	374	188.033	209	250.005	261	272.008	308	393.016	403	50.98	202	491.036	511	124	160	70.994	325	14	146	821.82	841	250.16	256	927.13	950	465.09	477	424.02	459	712.77	835	601.24	630	476.09	489
chr1	64865737	64866238	0.0	0.0	chr1	167448478	167448979	215.019	249	100.014	109	306.964	341	220.998	255	228.007	240	285.003	317	284.004	300	14.005	233	508.964	547	116	153	84.013	203	39.991	105	536.24	591	200.11	219	489.24	588	301.06	345	311.98	338	651.88	771	366.62	412	502.88	596
chr1	167516276	167516777	0.0	0.0	chr1	64865737	64866238	57.003	78	22	23	148.032	188	100.994	108	48	49	140.99	169	188.024	196	8.003	65	238.956	273	64	81	73.994	83	80.995	86	592.35	653	249	259	446.26	504	253.96	264	267.79	320	443.05	609	304.93	368	403.8	448
chr1	167471644	167472145	0.0	0.0	chr1	167489359	167489860	602.922	814	158.019	300	685.002	752	725.034	898	546.039	603	1074.035	1211	496.03	518	7.024	667	684.963	750	118	144	26.123	644	4.035	409	504.87	600	98.16	165	522.71	671	231.9	295	250.3	301	652.19	818	300.97	414	261.97	421
chr1	65049647	65050148	0.0	0.0	chr1	200862708	200863209	80.995	87	62.008	68	176.014	188	57.989	71	103.997	109	24.003	147	226.993	249	2.992	90	393.985	416	81	86	120.988	179	24.002	30	719.84	824	191.96	194	500.56	540	282.88	293	271.08	356	406.23	566	376.08	432	555.11	596
chr1	200862708	200863209	0.0	0.0	chr1	167517349	167517850	1819.913	2232	828.06	936	1459.095	1558	2354.12	2617	1456.966	1545	3004.133	3218	1284.063	1343	3.947	1897	1965.128	2072	415	555	17.078	1904	0	1719	1086.49	1220	468.03	500	1476.12	1806	693.49	832	472.34	557	1723.24	2065	551.53	742	381.98	494
chr1	167489359	167489860	0.0	0.0	chr1	167471644	167472145	359.994	413	144.004	168	394.029	412	307.003	342	320.004	341	506.976	551	289.02	305	42.055	423	615.009	648	84	104	154.997	393	125.016	300	595.6	640	195.01	219	506.43	635	220.03	248	225.07	255	531.68	593	343.99	359	386.13	463
chr1	167448478	167448979	0.0	0.0	chr1	167516276	167516777	1577.896	1848	661.011	743	1461.903	1581	1296.014	1389	1291.925	1366	2220.956	2344	909.007	934	7.95	2099	2140.03	2256	300	386	30.038	2146	3.956	1584	1326.82	1464	569.7	614	1564.22	1778	663	703	570.79	688	1465.54	1762	1099.74	1219	1662.71	1785
chr1	235417898	235418399	0.0	0.0	chr1	235417898	235418399	279.002	346	259.98	271	216.01	464	321.001	364	312.039	427	621.012	656	363.033	497	582.072	611	369.972	958	141	161	616.084	653	370.008	382	535.34	696	200.3	214	479.74	616	293.14	327	302.17	327	484.25	667	518.86	593	543.76	627
chr1	203489240	203489741	0.0	0.0	chr1	203489240	203489741	423.999	693	198.019	317	343.026	663	351.939	574	360.037	537	466.051	927	461.961	678	400.889	843	238.964	857	131	187	568.001	779	391.015	518	751.35	1246	256.79	311	847.27	1190	645.15	762	493.24	623	677.43	1455	617.19	766	548.74	783
chr1	226164576	226165077	0.0	0.0	chr1	153514772	153515273	478.028	807	576.953	591	734.946	1068	1405.951	1476	333.02	654	2006.002	2173	583.071	1112	1522.075	1588	224.026	1176	262	289	1233.047	1304	1393.022	1446	696.22	936	414.12	430	935.15	1078	538.59	560	469.12	510	920.1	1340	717.03	784	940.9	982
chr1	206724939	206725440	0.0	0.0	chr1	226164576	226165077	159.032	174	76.01	86	113.038	180	205.971	218	173.012	187	353.963	361	148.971	172	225.027	233	62.993	200	57	64	269.045	274	196.988	201	184.64	255	100.94	104	200.98	211	115.12	120	142.98	150	215.78	275	252.95	266	244.01	275
chr1	153514772	153515273	0.0	0.0	chr1	154610462	154610963	868.064	966	600.042	616	705.984	866	1114.004	1170	668.028	740	1624	1688	922.014	938	1060.016	1100	796.02	1432	256	266	1059.982	1098	1204.04	1254	1357.72	1662	438.06	454	1782.2	1852	973.96	998	850.48	884	1488.02	1908	1092.44	1122	1155.4	1248
chr1	243933358	243933859	0.0	0.0	chr1	28469794	28470295	205.032	212	120.999	130	229.003	242	178.977	189	152.009	160	343.028	356	372.006	388	241.994	254	356.943	731	118	124	321.003	335	175.983	184	673.82	814	294.79	302	529.1	563	492.88	505	338.03	361	546.67	620	538.72	625	496.54	567
chr1	10151089	10151590	0.0	0.0	chr1	206724939	206725440	475.976	548	352.006	372	292.984	546	345.961	418	418.042	493	488.064	554	573.06	703	638.955	699	217.972	1183	152	181	804.997	844	505.039	527	664.5	931	273.8	311	904.73	998	493.36	560	451.64	522	721.76	1054	459.79	523	456.12	505
chr1	145922352	145922853	0.0	0.0	chr1	154610490	154610991	868.064	966	604.042	620	707.982	903	1117.004	1173	668.028	740	1646.011	1711	940.01	963	1064.016	1104	796.02	1451	264	274	1071.982	1111	1204.04	1254	1455.8	1808	473.97	493	1890.28	1980	1014.96	1041	920.32	962	1540.87	1997	1181.43	1225	1269.72	1395
chr1	20952978	20953479	0.0	0.0	chr1	10151089	10151590	364.056	423	319.982	341	282.02	405	557.005	589	289.015	351	829.971	866	295.001	393	518.033	538	158.011	592	194	222	364.003	371	596.99	620	330.3	502	195.12	207	429.95	459	348.23	366	235.94	254	365.88	514	477.95	519	506.12	550
chr1	154610462	154610963	0.0	0.0	chr1	243933358	243933859	312.032	420	93.02	97	131.007	198	215.971	232	185.993	285	457.036	484	278.053	354	391.011	408	159	591	95	99	350.023	364	241.031	246	570.42	782	256.03	269	715.25	811	279.35	288	263.1	286	574.01	808	431.68	469	666.21	701
chr1	28469794	28470295	0.0	0.0	chr1	20952978	20953479	8.004	15	3	3	1.008	36	5	5	6	8	24	24	25.016	50	12	12	0.999	68	14	14	23	23	0	0	84.21	145	50	50	92.42	124	76.1	80	92.88	97	63.32	137	96.05	101	159.26	162
chr1	203814994	203815495	0.0	0.0	chr1	203814994	203815495	134.018	157	40.008	41	174.995	240	166.031	183	97.997	122	168.011	174	182.986	202	183.993	195	306.999	470	63	75	194.986	202	139.004	141	377.92	464	91.95	95	429	456	204.02	221	225.93	249	332.3	402	308.83	345	367.82	387
chr1	154610490	154610991	0.0	0.0	chr1	145922352	145922853	201.011	281	143.016	201	159.965	300	252.962	276	136.014	241	363.944	376	119.022	235	388.885	409	85.961	480	52	63	361.011	373	244.945	254	390.04	629	190.14	236	421.47	551	203.03	285	258.69	317	355.63	552	374.31	508	472.63	719
chr1	1725776	1726277	0.0	0.0	chr1	40463614	40464115	255.012	264	217.01	229	217.002	228	200.01	234	171	180	338.011	358	267.997	270	263.994	276	384.99	431	104	127	238.013	251	264.017	276	472.43	489	105.07	112	384.97	427	185.09	198	236.99	259	386.18	414	371.05	389	474.96	485
chr1	157931256	157931757	0.0	0.0	chr1	35805855	35806356	1422.029	1497	1563.091	1628	1522.123	1600	1710.066	1798	1493.974	1570	2724.039	2838	1390.149	1437	1878.02	1961	1749.873	1877	53	675	1570.964	1626	1912.166	2009	1326.13	1382	444.21	459	1272.71	1404	924.45	1013	522	558	1514.28	1572	918.09	954	1786.4	1906
chr1	40463614	40464115	0.0	0.0	chr1	157931256	157931757	158.982	165	84.997	90	195.007	205	126.001	137	170.02	187	240.028	251	152.02	159	294.978	315	411.989	437	42	60	310.023	322	123.002	126	203.82	225	144.04	146	223.85	250	264.07	274	110.11	115	253.16	265	257.95	286	423.17	471
chr1	6179554	6180055	0.0	0.0	chr1	149562391	149562892	455.955	510	291.02	320	566.029	617	727.055	809	287.033	336	621.042	680	572.024	649	299.046	311	621.985	710	12	19	108.015	123	549.002	603	686.22	781	334.01	348	811.03	871	252.04	261	375.19	388	1108.93	1275	436.34	482	656.88	710
chr1	235274775	235275276	0.0	0.0	chr1	1725776	1726277	777.034	808	674.968	715	862.015	909	674.03	728	564.989	587	1075.05	1134	781.995	809	732.972	765	1063.911	1151	87	134	734.995	763	504.056	526	368.11	393	240.03	244	442.26	475	492	511	195.09	209	585.16	622	670.63	705	908.82	954
