chrom	start	end	tissue number	difference	tissue methylation	other tissue methylation
chr1	777164	777165	10	0.568472501514234	0.30766923076923075	0.8761417322834647
chr1	919392	919393	10	0.5911504347826086	0.19998	0.7911304347826087
chr1	869871	869872	10	0.47975510204081634	0.5	0.020244897959183675
chr1	915555	915556	10	0.5434375	0.0	0.5434375
chr1	181315	181316	10	0.4656704545454545	1.0	0.5343295454545455
chr1	853532	853533	10	0.5000249999999999	0.499975	1.0
chr1	775194	775195	10	0.6212454545454547	0.3333	0.9545454545454546
chr1	186269	186270	10	0.9568695652173914	0.0	0.9568695652173914
chr1	913584	913585	10	0.5333111111111111	0.33335555555555557	0.8666666666666667
chr1	910814	910815	10	0.733734939759036	0.0	0.733734939759036
chr1	734150	734151	10	0.7378943396226414	0.2222	0.9600943396226415
chr1	893501	893502	11	0.6082142857142857	0.2830357142857143	0.89125
chr1	867103	867104	11	0.6097142857142858	0.11742857142857144	0.7271428571428572
chr1	907933	907934	11	0.6134444444444445	0.198	0.8114444444444444
chr1	128750	128751	11	0.6508105138339921	0.24181818181818182	0.892628695652174
chr1	74952	74953	11	0.635127393980848	0.298953488372093	0.9340808823529411
chr1	875785	875786	11	0.625	0.0	0.625
chr1	921627	921628	11	0.7120688854489163	0.17647058823529413	0.8885394736842105
chr1	599818	599819	11	0.6255	0.2	0.8255
chr1	910610	910611	11	0.6344285714285713	0.1	0.7344285714285713
chr1	874261	874262	11	0.644993894993895	0.035555555555555556	0.6805494505494506
chr1	597137	597138	11	0.8176256157635468	0.0	0.8176256157635468
chr1	618414	618415	11	0.8500499999999999	0.0	0.8500499999999999
chr1	668308	668309	11	0.7888688888888888	0.1111111111111111	0.89998
chr1	874647	874648	11	0.8996590909090909	0.0	0.8996590909090909
chr1	666254	666255	11	0.7439250248262166	0.05263157894736842	0.796556603773585
chr1	598817	598818	11	0.9342507246376812	0.0	0.9342507246376812
chr1	608444	608445	11	0.9207821782178217	0.0	0.9207821782178217
chr1	608563	608564	11	0.8904444444444445	0.0	0.8904444444444445
chr1	604230	604231	11	0.935	0.0	0.935
chr1	882061	882062	11	0.758618556701031	0.01938144329896907	0.778
chr1	595883	595884	11	0.9261016483516484	0.0	0.9261016483516484
chr1	664106	664107	11	0.875	0.0	0.875
chr1	886040	886041	11	0.6912410918381069	0.13378378378378378	0.8250248756218906
chr1	604219	604220	11	0.9308620689655173	0.0	0.9308620689655173
chr1	596838	596839	11	0.7848828347578349	0.03538461538461539	0.8202674501424503
chr1	882231	882232	11	0.6855630961115187	0.04021276595744681	0.7257758620689655
chr1	592668	592669	11	0.7790673076923079	0.0	0.7790673076923079
chr1	873343	873344	11	0.7641826270547428	0.022894736842105263	0.7870773638968481
chr1	608499	608500	11	0.885	0.0	0.885
chr1	596636	596637	11	0.7098130841121495	0.2	0.9098130841121495
chr1	894966	894967	11	0.7894150943396226	0.088	0.8774150943396226
chr1	875025	875026	11	0.8304040404040405	0.09	0.9204040404040404
chr1	668197	668198	11	0.8538660714285715	0.07142857142857142	0.9252946428571429
chr1	841434	841435	12	0.30948720682302777	0.6002142857142857	0.9097014925373135
chr1	844167	844168	12	0.31423908918406074	0.5392903225806451	0.8535294117647059
chr1	831800	831801	12	0.402425987337956	0.5051869158878505	0.9076129032258065
chr1	864702	864703	12	0.33475138121546966	0.41524861878453034	0.75
chr1	864763	864764	12	0.34592372881355926	0.5945	0.9404237288135593
chr1	831675	831676	12	0.4283776604008077	0.5228662420382166	0.9512439024390243
chr1	845808	845809	12	0.36493823663773406	0.5441708542713568	0.9091090909090909
chr1	831565	831566	12	0.43826470588235306	0.49923529411764694	0.9375
chr1	904424	904425	12	0.3658030303030303	0.3936363636363636	0.027833333333333335
chr1	865513	865514	12	0.4236548089591568	0.4857391304347826	0.9093939393939394
chr1	831716	831717	12	0.519884210526316	0.4137999999999999	0.9336842105263159
chr1	866595	866596	12	0.5693203463203462	0.22595238095238096	0.7952727272727272
chr1	833992	833993	12	0.42715858783973115	0.48012048192771084	0.907279069767442
chr1	866487	866488	12	0.4535201612903225	0.42135483870967744	0.874875
chr1	866603	866604	12	0.4330379746835443	0.4569620253164557	0.89
chr1	831839	831840	12	0.46117197235753926	0.4702197802197803	0.9313917525773195
chr1	831499	831500	12	0.4909458450046686	0.3663398692810457	0.8572857142857143
chr1	866693	866694	12	0.41381076623181895	0.32204678362573097	0.7358575498575499
chr1	832179	832180	12	0.45155279503105594	0.3484472049689441	0.8
chr1	831534	831535	12	0.45718003913894323	0.5125342465753424	0.9697142857142856
chr1	780997	780998	12	0.4816211734693876	0.43625	0.9178711734693876
chr1	866494	866495	12	0.40236233711643554	0.5143589743589744	0.9167213114754099
chr1	832224	832225	12	0.5272002737226277	0.34773722627737225	0.8749374999999999
chr1	913773	913774	13	0.43886904761904766	0.22779761904761897	0.6666666666666666
chr1	727214	727215	13	0.4505607274301797	0.5171812080536913	0.967741935483871
chr1	879178	879179	13	0.45900403225806446	0.22162500000000002	0.6806290322580645
chr1	860438	860439	13	0.5158253313696615	0.3052571428571429	0.8210824742268044
chr1	853878	853879	13	0.4628302925989672	0.45385542168674703	0.9166857142857142
chr1	890303	890304	13	0.4636843711843712	0.4231410256410256	0.8868253968253968
chr1	913703	913704	13	0.47970564184255937	0.36572016460905354	0.8454258064516129
chr1	910705	910706	13	0.458262605042017	0.621512605042017	0.16324999999999998
chr1	852046	852047	13	0.658374414850686	0.29401129943502824	0.9523857142857143
chr1	890319	890320	13	0.49449511788521083	0.3010931174089069	0.7955882352941177
chr1	890380	890381	13	0.5316391804097951	0.31985507246376815	0.8514942528735632
chr1	618424	618425	13	0.5394883720930232	0.414	0.9534883720930233
chr1	890354	890355	13	0.5554643466515001	0.32959334565619225	0.8850576923076924
chr1	833000	833001	13	0.5478571428571429	0.42714285714285716	0.9750000000000001
chr1	859655	859656	13	0.8376709956709957	0.07123809523809524	0.9089090909090909
chr1	852042	852043	13	0.5886363636363636	0.36590909090909096	0.9545454545454546
chr1	629090	629091	13	0.776752744527851	0.06787933094384707	0.844632075471698
chr1	852040	852041	13	0.6673257184966837	0.2891525423728814	0.9564782608695651
chr1	833021	833022	13	0.8248947604120018	0.12441558441558441	0.9493103448275862
chr1	851991	851992	13	0.5773972602739725	0.2526027397260274	0.83
chr1	913676	913677	13	0.5147672915319974	0.33138655462184874	0.8461538461538461
chr1	832800	832801	13	0.9560222222222222	0.0	0.9560222222222222
chr1	771714	771715	13	0.8151980293779846	0.1563090128755365	0.9715070422535211
chr1	852125	852126	13	0.7459821428571429	0.12901785714285713	0.875
chr1	629120	629121	13	0.8644628328943518	0.05469402985074625	0.919156862745098
chr1	891862	891863	13	0.8785454545454545	0.0	0.8785454545454545
chr1	913660	913661	13	0.6217191283292978	0.23542372881355933	0.8571428571428571
chr1	629114	629115	13	0.8606345469477144	0.06090391459074733	0.9215384615384616
chr1	771736	771737	13	0.8410374677002586	0.13555555555555554	0.9765930232558141
chr1	771656	771657	13	0.7879487444100447	0.14128654970760235	0.929235294117647
chr1	899562	899563	13	0.5505785470025821	0.3233540372670808	0.8739325842696629
chr1	680063	680064	13	0.8931185185185185	0.0	0.8931185185185185
chr1	629135	629136	13	0.844729887686131	0.060032017075773755	0.9047619047619048
chr1	629123	629124	13	0.8635520458825543	0.06172573189522342	0.9252777777777778
chr1	904083	904084	14	0.22093646118241106	0.5318367346938775	0.7527731958762885
chr1	913872	913873	14	0.22457364341085273	0.6333333333333333	0.857906976744186
chr1	594906	594907	14	0.22490752688172044	0.6066666666666667	0.8315741935483871
chr1	909759	909760	14	0.23079807692307697	0.689375	0.9201730769230769
chr1	919786	919787	14	0.23484210526315785	0.537	0.7718421052631579
chr1	913903	913904	14	0.2353165104542177	0.4633684210526316	0.6986849315068493
chr1	919689	919690	14	0.23845814307458135	0.5869863013698631	0.8254444444444444
chr1	920023	920024	14	0.2510751879699248	0.6157142857142858	0.8667894736842106
chr1	905840	905841	14	0.2867649572649572	0.636388888888889	0.9231538461538462
chr1	914370	914371	14	0.24743391393442615	0.5754098360655738	0.82284375
chr1	904016	904017	14	0.2333333333333334	0.6	0.8333333333333334
chr1	913859	913860	14	0.31085725677830944	0.31931818181818183	0.6301754385964913
chr1	903974	903975	14	0.3244867724867728	0.6120370370370369	0.9365238095238098
chr1	903968	903969	14	0.30139285714285713	0.5873214285714285	0.8887142857142857
chr1	919576	919577	14	0.28948824984539273	0.46816326530612246	0.7576515151515152
chr1	135299	135300	14	0.25	0.75	1.0
chr1	914471	914472	15	0.6710751552795031	0.28568571428571427	0.9567608695652174
chr1	860825	860826	15	0.6948685483870969	0.208325	0.9031935483870969
chr1	870223	870224	15	0.6738618113912231	0.9682539682539683	0.2943921568627451
chr1	915998	915999	15	0.6726454545454547	0.09091818181818183	0.7635636363636364
chr1	898802	898803	15	0.6848222570532915	0.045436363636363636	0.7302586206896551
chr1	916419	916420	15	0.7116157205240172	0.0	0.7116157205240172
chr1	895115	895116	15	0.6992508771929825	0.23076666666666668	0.9300175438596492
chr1	860822	860823	15	0.6782919138561561	0.17390434782608696	0.852196261682243
chr1	914734	914735	15	0.7117684210526316	0.09526666666666667	0.8070350877192983
chr1	918469	918470	15	0.7819787234042553	0.0	0.7819787234042553
chr1	898184	898185	15	0.6971212121212123	0.0	0.6971212121212123
chr1	893668	893669	15	0.7537413665156859	0.15785263157894738	0.9115939980946333
chr1	464547	464548	15	0.7003999999999999	0.0	0.7003999999999999
chr1	914429	914430	15	0.7359166666666668	0.16666666666666666	0.9025833333333334
chr1	875644	875645	15	0.7510568922305765	0.10525263157894738	0.8563095238095239
chr1	897916	897917	15	0.7271903508771931	0.07895	0.806140350877193
chr1	918439	918440	15	0.7824568421052632	0.10526315789473684	0.8877200000000001
chr1	914187	914188	15	0.75	0.0	0.75
chr1	701366	701367	15	0.7810625	0.0	0.7810625
chr1	914307	914308	15	0.88	0.0	0.88
chr1	914526	914527	15	0.7932394366197183	0.0625	0.8557394366197183
chr1	904127	904128	15	0.8472235294117647	0.0	0.8472235294117647
chr1	893465	893466	15	0.8901612903225806	0.0	0.8901612903225806
chr1	127853	127854	15	0.8463021276595744	0.0	0.8463021276595744
chr1	599786	599787	15	0.7960016806722688	0.11764117647058824	0.9136428571428571
chr1	914197	914198	15	0.8823921568627452	0.0	0.8823921568627452
chr1	507273	507274	15	0.8815999999999999	0.0	0.8815999999999999
chr1	137954	137955	15	0.8009999999999999	0.0	0.8009999999999999
chr1	133432	133433	15	0.7777777777777778	0.0	0.7777777777777778
chr1	914159	914160	15	0.8261159420289855	0.0	0.8261159420289855
chr1	912998	912999	15	0.777821212121212	0.8181999999999999	0.040378787878787875
chr1	596585	596586	15	0.770092475171887	0.04545	0.8155424751718869
chr1	901137	901138	15	0.8330909090909091	0.09090909090909091	0.924
chr1	788472	788473	15	0.7851129943502826	0.16666666666666666	0.9517796610169492
chr1	905329	905330	15	0.9504197530864198	1.0	0.04958024691358025
chr1	909824	909825	15	0.7998000000000001	0.0	0.7998000000000001
chr1	909844	909845	15	0.87625	0.0	0.87625
chr1	905299	905300	15	0.8783365914786967	0.9473842105263157	0.06904761904761905
chr1	905467	905468	15	0.8501739906832297	0.8750125	0.024838509316770188
chr1	860781	860782	15	0.752898951048951	0.13633181818181817	0.8892307692307692
chr1	916363	916364	15	0.8771929824561403	0.0	0.8771929824561403
chr1	898147	898148	15	0.8119397590361447	0.08	0.8919397590361446
